Party,Parent Category,Category,Gas,Unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Sudan,Total GHG emissions including LULUCF/LUCF,1.A Fuel Combustion - Sectoral Approach,N₂O,Gg,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,1.B Fugitive Emissions from Fuels,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,8.4,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,1.B Fugitive Emissions from Fuels,CH₄,Gg,,,,,,,,,,,0.4,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,2. Industrial Processes,Aggregate GHGs,Gg CO₂ equivalent,,,,,,173.0,,,,,93.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,2. Industrial Processes,CO₂,Gg,,,,,,173.0,,,,,93.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,2.A Mineral Products,Aggregate GHGs,Gg CO₂ equivalent,,,,,,173.0,,,,,93.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,2.A Mineral Products,CO₂,Gg,,,,,,173.0,,,,,93.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,4. Agriculture,Aggregate GHGs,Gg CO₂ equivalent,,,,,,45252.0,,,,,57437.2,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,4. Agriculture,CH₄,Gg,,,,,,1712.0,,,,,1923.2,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,4. Agriculture,N₂O,Gg,,,,,,30.0,,,,,55.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,4.A Enteric Fermentation,Aggregate GHGs,Gg CO₂ equivalent,,,,,,34272.0,,,,,38850.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,4.A Enteric Fermentation,CH₄,Gg,,,,,,1632.0,,,,,1850.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,4.B Manure Management,Aggregate GHGs,Gg CO₂ equivalent,,,,,,1302.0,,,,,18562.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,4.B Manure Management,CH₄,Gg,,,,,,62.0,,,,,72.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,4.B Manure Management,N₂O,Gg,,,,,,,,,,,55.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,4.C Rice Cultivation,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,4.2,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,4.C Rice Cultivation,CH₄,Gg,,,,,,,,,,,0.2,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,4.D Agricultural Soils,Aggregate GHGs,Gg CO₂ equivalent,,,,,,9300.0,,,,,,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,4.D Agricultural Soils,N₂O,Gg,,,,,,30.0,,,,,,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,4.F Field Burning of Agricultural Residues,Aggregate GHGs,Gg CO₂ equivalent,,,,,,378.0,,,,,21.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,4.F Field Burning of Agricultural Residues,CH₄,Gg,,,,,,18.0,,,,,1.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,5. Land-Use Change and Forestry,Aggregate GHGs,Gg CO₂ equivalent,,,,,,17776.0,,,,,9381.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,5. Land-Use Change and Forestry,CH₄,Gg,,,,,,90.0,,,,,59.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,5. Land-Use Change and Forestry,CO₂,Gg,,,,,,15576.0,,,,,8018.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,5. Land-Use Change and Forestry,N₂O,Gg,,,,,,1.0,,,,,0.4,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,5.A Changes in Forest and Other Woody Biomass Stocks,Aggregate GHGs,Gg CO₂ equivalent,,,,,,-9700.0,,,,,-12125.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,5.A Changes in Forest and Other Woody Biomass Stocks,CO₂,Gg,,,,,,-9700.0,,,,,-12125.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,5.B Forest and Grassland Conversion,Aggregate GHGs,Gg CO₂ equivalent,,,,,,30914.0,,,,,25287.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,5.B Forest and Grassland Conversion,CH₄,Gg,,,,,,90.0,,,,,59.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,5.B Forest and Grassland Conversion,CO₂,Gg,,,,,,28714.0,,,,,23924.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,5.B Forest and Grassland Conversion,N₂O,Gg,,,,,,1.0,,,,,0.4,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,5.C Abandonment of Managed Lands,Aggregate GHGs,Gg CO₂ equivalent,,,,,,-3438.0,,,,,-3781.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,5.C Abandonment of Managed Lands,CO₂,Gg,,,,,,-3438.0,,,,,-3781.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,6. Waste,Aggregate GHGs,Gg CO₂ equivalent,,,,,,1003.0,,,,,1906.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,6. Waste,CH₄,Gg,,,,,,33.0,,,,,76.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,6. Waste,N₂O,Gg,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,6.A Solid Waste Disposal on Land,Aggregate GHGs,Gg CO₂ equivalent,,,,,,525.0,,,,,1407.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,6.A Solid Waste Disposal on Land,CH₄,Gg,,,,,,25.0,,,,,67.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,6.B Wastewater Handling,Aggregate GHGs,Gg CO₂ equivalent,,,,,,478.0,,,,,499.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,6.B Wastewater Handling,CH₄,Gg,,,,,,8.0,,,,,9.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,6.B Wastewater Handling,N₂O,Gg,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,CO₂ Emissions from Biomass,Aggregate GHGs,Gg CO₂ equivalent,,,,,,21936.0,,,,,45777.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,CO₂ Emissions from Biomass,CO₂,Gg,,,,,,21936.0,,,,,45777.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,International Bunkers,Aggregate GHGs,Gg CO₂ equivalent,,,,,,195.0,,,,,198.0,,,,,,,,,,,,,,,
Sudan,Total GHG emissions including LULUCF/LUCF,International Bunkers,CO₂,Gg,,,,,,195.0,,,,,198.0,,,,,,,,,,,,,,,
Sudan,Totals,1. Energy,Aggregate GHGs,Gg CO₂ equivalent,,,,,,7766.0,,,,,8403.4,,,,,,,,,,,,,,,
Sudan,Totals,1. Energy,CH₄,Gg,,,,,,149.0,,,,,95.4,,,,,,,,,,,,,,,
Sudan,Totals,1. Energy,CO₂,Gg,,,,,,4327.0,,,,,6090.0,,,,,,,,,,,,,,,
Sudan,Totals,1. Energy,N₂O,Gg,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
Sudan,Totals,2. Industrial Processes,Aggregate GHGs,Gg CO₂ equivalent,,,,,,173.0,,,,,93.0,,,,,,,,,,,,,,,
Sudan,Totals,2. Industrial Processes,CO₂,Gg,,,,,,173.0,,,,,93.0,,,,,,,,,,,,,,,
Sudan,Totals,4. Agriculture,Aggregate GHGs,Gg CO₂ equivalent,,,,,,45252.0,,,,,57437.2,,,,,,,,,,,,,,,
Sudan,Totals,4. Agriculture,CH₄,Gg,,,,,,1712.0,,,,,1923.2,,,,,,,,,,,,,,,
Sudan,Totals,4. Agriculture,N₂O,Gg,,,,,,30.0,,,,,55.0,,,,,,,,,,,,,,,
Sudan,Totals,5. Land-Use Change and Forestry,Aggregate GHGs,Gg CO₂ equivalent,,,,,,17776.0,,,,,9381.0,,,,,,,,,,,,,,,
Sudan,Totals,5. Land-Use Change and Forestry,CH₄,Gg,,,,,,90.0,,,,,59.0,,,,,,,,,,,,,,,
Sudan,Totals,5. Land-Use Change and Forestry,CO₂,Gg,,,,,,15576.0,,,,,8018.0,,,,,,,,,,,,,,,
Sudan,Totals,5. Land-Use Change and Forestry,N₂O,Gg,,,,,,1.0,,,,,0.4,,,,,,,,,,,,,,,
Sudan,Totals,6. Waste,Aggregate GHGs,Gg CO₂ equivalent,,,,,,1003.0,,,,,1906.0,,,,,,,,,,,,,,,
Sudan,Totals,6. Waste,CH₄,Gg,,,,,,33.0,,,,,76.0,,,,,,,,,,,,,,,
Sudan,Totals,6. Waste,N₂O,Gg,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
Sudan,Totals,Total GHG emissions excluding LULUCF/LUCF,Aggregate GHGs,Gg CO₂ equivalent,,,,,,54194.0,,,,,67839.6,,,,,,,,,,,,,,,
Sudan,Totals,Total GHG emissions excluding LULUCF/LUCF,CH₄,Gg CO₂ equivalent,,,,,,39774.0,,,,,43986.6,,,,,,,,,,,,,,,
Sudan,Totals,Total GHG emissions excluding LULUCF/LUCF,CO₂,Gg CO₂ equivalent,,,,,,4500.0,,,,,6183.0,,,,,,,,,,,,,,,
Sudan,Totals,Total GHG emissions excluding LULUCF/LUCF,N₂O,Gg CO₂ equivalent,,,,,,9920.0,,,,,17670.0,,,,,,,,,,,,,,,
Sudan,Totals,Total GHG emissions including LULUCF/LUCF,Aggregate GHGs,Gg CO₂ equivalent,,,,,,71970.0,,,,,77220.6,,,,,,,,,,,,,,,
Sudan,Totals,Total GHG emissions including LULUCF/LUCF,CH₄,Gg,,,,,,1984.0,,,,,2153.6,,,,,,,,,,,,,,,
Sudan,Totals,Total GHG emissions including LULUCF/LUCF,CO₂,Gg,,,,,,20076.0,,,,,14201.0,,,,,,,,,,,,,,,
Sudan,Totals,Total GHG emissions including LULUCF/LUCF,N₂O,Gg,,,,,,33.0,,,,,57.4,,,,,,,,,,,,,,,
Suriname,1. Energy,1.A Fuel Combustion - Sectoral Approach,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,2404.0,,,,,,,,,,,,
Suriname,1. Energy,1.A Fuel Combustion - Sectoral Approach,CO₂,Gg,,,,,,,,,,,,,,2404.0,,,,,,,,,,,,
Suriname,1. Energy,1.A.1 Energy Industries,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,530.0,,,,,,,,,,,,
Suriname,1. Energy,1.A.1 Energy Industries,CO₂,Gg,,,,,,,,,,,,,,530.0,,,,,,,,,,,,
Suriname,1. Energy,1.A.2 Manufacturing Industries and Construction,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,1384.0,,,,,,,,,,,,
Suriname,1. Energy,1.A.2 Manufacturing Industries and Construction,CO₂,Gg,,,,,,,,,,,,,,1384.0,,,,,,,,,,,,
Suriname,1. Energy,1.A.3 Transport,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,351.0,,,,,,,,,,,,
Suriname,1. Energy,1.A.3 Transport,CO₂,Gg,,,,,,,,,,,,,,351.0,,,,,,,,,,,,
Suriname,1. Energy,1.A.4 Other Sectors,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,139.0,,,,,,,,,,,,
Suriname,1. Energy,1.A.4 Other Sectors,CO₂,Gg,,,,,,,,,,,,,,139.0,,,,,,,,,,,,
Suriname,1.A Fuel Combustion - Sectoral Approach,1.A.1 Energy Industries,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,530.0,,,,,,,,,,,,
Suriname,1.A Fuel Combustion - Sectoral Approach,1.A.1 Energy Industries,CO₂,Gg,,,,,,,,,,,,,,530.0,,,,,,,,,,,,
Suriname,1.A Fuel Combustion - Sectoral Approach,1.A.2 Manufacturing Industries and Construction,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,1384.0,,,,,,,,,,,,
Suriname,1.A Fuel Combustion - Sectoral Approach,1.A.2 Manufacturing Industries and Construction,CO₂,Gg,,,,,,,,,,,,,,1384.0,,,,,,,,,,,,
Suriname,1.A Fuel Combustion - Sectoral Approach,1.A.3 Transport,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,351.0,,,,,,,,,,,,
Suriname,1.A Fuel Combustion - Sectoral Approach,1.A.3 Transport,CO₂,Gg,,,,,,,,,,,,,,351.0,,,,,,,,,,,,
Suriname,1.A Fuel Combustion - Sectoral Approach,1.A.4 Other Sectors,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,139.0,,,,,,,,,,,,
Suriname,1.A Fuel Combustion - Sectoral Approach,1.A.4 Other Sectors,CO₂,Gg,,,,,,,,,,,,,,139.0,,,,,,,,,,,,
Suriname,2. Industrial Processes,2.A Mineral Products,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,65.0,,,,,,,,,,,,
Suriname,2. Industrial Processes,2.A Mineral Products,CO₂,Gg,,,,,,,,,,,,,,65.0,,,,,,,,,,,,
Suriname,4. Agriculture,4.A Enteric Fermentation,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,63.0,,,,,,,,,,,,
Suriname,4. Agriculture,4.A Enteric Fermentation,CH₄,Gg,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
Suriname,4. Agriculture,4.C Rice Cultivation,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,777.0,,,,,,,,,,,,
Suriname,4. Agriculture,4.C Rice Cultivation,CH₄,Gg,,,,,,,,,,,,,,37.0,,,,,,,,,,,,
Suriname,5. Land-Use Change and Forestry,5.A Changes in Forest and Other Woody Biomass Stocks,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,588.0,,,,,,,,,,,,
Suriname,5. Land-Use Change and Forestry,5.A Changes in Forest and Other Woody Biomass Stocks,CO₂,Gg,,,,,,,,,,,,,,588.0,,,,,,,,,,,,
Suriname,5. Land-Use Change and Forestry,5.B Forest and Grassland Conversion,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,4751.98,,,,,,,,,,,,
Suriname,5. Land-Use Change and Forestry,5.B Forest and Grassland Conversion,CO₂,Gg,,,,,,,,,,,,,,4751.98,,,,,,,,,,,,
Suriname,5. Land-Use Change and Forestry,5.C Abandonment of Managed Lands,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,-3858.25,,,,,,,,,,,,
Suriname,5. Land-Use Change and Forestry,5.C Abandonment of Managed Lands,CO₂,Gg,,,,,,,,,,,,,,-3858.25,,,,,,,,,,,,
Suriname,5. Land-Use Change and Forestry,5.D CO₂ Emissions and Removals from Soil,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,
Suriname,5. Land-Use Change and Forestry,5.D CO₂ Emissions and Removals from Soil,CO₂,Gg,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,
Suriname,5. Land-Use Change and Forestry,5.E Other,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,63.0,,,,,,,,,,,,
Suriname,5. Land-Use Change and Forestry,5.E Other,CH₄,Gg,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
Suriname,6. Waste,6.A Solid Waste Disposal on Land,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,21.0,,,,,,,,,,,,
Suriname,6. Waste,6.A Solid Waste Disposal on Land,CH₄,Gg,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Suriname,International Bunkers,Aviation,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,101.0,,,,,,,,,,,,
Suriname,International Bunkers,Aviation,CO₂,Gg,,,,,,,,,,,,,,101.0,,,,,,,,,,,,
Suriname,International Bunkers,Marine,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,202.0,,,,,,,,,,,,
Suriname,International Bunkers,Marine,CO₂,Gg,,,,,,,,,,,,,,202.0,,,,,,,,,,,,
Suriname,Memo Items,Aviation,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,101.0,,,,,,,,,,,,
Suriname,Memo Items,Aviation,CO₂,Gg,,,,,,,,,,,,,,101.0,,,,,,,,,,,,
Suriname,Memo Items,International Bunkers,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,303.0,,,,,,,,,,,,
Suriname,Memo Items,International Bunkers,CO₂,Gg,,,,,,,,,,,,,,303.0,,,,,,,,,,,,
Suriname,Memo Items,Marine,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,202.0,,,,,,,,,,,,
Suriname,Memo Items,Marine,CO₂,Gg,,,,,,,,,,,,,,202.0,,,,,,,,,,,,
Suriname,Total GHG emissions excluding LULUCF/LUCF,1. Energy,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,2404.0,,,,,,,,,,,,
Suriname,Total GHG emissions excluding LULUCF/LUCF,2. Industrial Processes,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,65.0,,,,,,,,,,,,
Suriname,Total GHG emissions excluding LULUCF/LUCF,4. Agriculture,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,840.0,,,,,,,,,,,,
Suriname,Total GHG emissions excluding LULUCF/LUCF,4. Agriculture,CH₄,Gg,,,,,,,,,,,,,,40.0,,,,,,,,,,,,
Suriname,Total GHG emissions excluding LULUCF/LUCF,6. Waste,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,21.0,,,,,,,,,,,,
Suriname,Total GHG emissions excluding LULUCF/LUCF,6. Waste,CH₄,Gg,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,1. Energy,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,2404.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,1. Energy,CO₂,Gg,,,,,,,,,,,,,,2404.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,1.A Fuel Combustion - Sectoral Approach,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,2404.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,1.A Fuel Combustion - Sectoral Approach,CO₂,Gg,,,,,,,,,,,,,,2404.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,2. Industrial Processes,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,65.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,2. Industrial Processes,CO₂,Gg,,,,,,,,,,,,,,65.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,2.A Mineral Products,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,65.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,2.A Mineral Products,CO₂,Gg,,,,,,,,,,,,,,65.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,4. Agriculture,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,840.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,4. Agriculture,CH₄,Gg,,,,,,,,,,,,,,40.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,4.A Enteric Fermentation,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,63.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,4.A Enteric Fermentation,CH₄,Gg,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,4.C Rice Cultivation,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,777.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,4.C Rice Cultivation,CH₄,Gg,,,,,,,,,,,,,,37.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,5. Land-Use Change and Forestry,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,1540.73,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,5. Land-Use Change and Forestry,CH₄,Gg,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,5. Land-Use Change and Forestry,CO₂,Gg,,,,,,,,,,,,,,1477.73,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,5.A Changes in Forest and Other Woody Biomass Stocks,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,588.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,5.A Changes in Forest and Other Woody Biomass Stocks,CO₂,Gg,,,,,,,,,,,,,,588.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,5.B Forest and Grassland Conversion,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,4751.98,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,5.B Forest and Grassland Conversion,CO₂,Gg,,,,,,,,,,,,,,4751.98,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,5.C Abandonment of Managed Lands,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,-3858.25,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,5.C Abandonment of Managed Lands,CO₂,Gg,,,,,,,,,,,,,,-3858.25,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,5.D CO₂ Emissions and Removals from Soil,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,5.D CO₂ Emissions and Removals from Soil,CO₂,Gg,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,5.E Other,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,63.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,5.E Other,CH₄,Gg,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,6. Waste,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,21.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,6. Waste,CH₄,Gg,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,6.A Solid Waste Disposal on Land,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,21.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,6.A Solid Waste Disposal on Land,CH₄,Gg,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,International Bunkers,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,303.0,,,,,,,,,,,,
Suriname,Total GHG emissions including LULUCF/LUCF,International Bunkers,CO₂,Gg,,,,,,,,,,,,,,303.0,,,,,,,,,,,,
Suriname,Totals,1. Energy,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,2404.0,,,,,,,,,,,,
Suriname,Totals,1. Energy,CO₂,Gg,,,,,,,,,,,,,,2404.0,,,,,,,,,,,,
Suriname,Totals,2. Industrial Processes,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,65.0,,,,,,,,,,,,
Suriname,Totals,2. Industrial Processes,CO₂,Gg,,,,,,,,,,,,,,65.0,,,,,,,,,,,,
Suriname,Totals,4. Agriculture,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,840.0,,,,,,,,,,,,
Suriname,Totals,4. Agriculture,CH₄,Gg,,,,,,,,,,,,,,40.0,,,,,,,,,,,,
Suriname,Totals,5. Land-Use Change and Forestry,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,1540.73,,,,,,,,,,,,
Suriname,Totals,5. Land-Use Change and Forestry,CH₄,Gg,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
Suriname,Totals,5. Land-Use Change and Forestry,CO₂,Gg,,,,,,,,,,,,,,1477.73,,,,,,,,,,,,
Suriname,Totals,6. Waste,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,21.0,,,,,,,,,,,,
Suriname,Totals,6. Waste,CH₄,Gg,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Suriname,Totals,Total GHG emissions excluding LULUCF/LUCF,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,3330.0,,,,,,,,,,,,
Suriname,Totals,Total GHG emissions excluding LULUCF/LUCF,CH₄,Gg CO₂ equivalent,,,,,,,,,,,,,,861.0,,,,,,,,,,,,
Suriname,Totals,Total GHG emissions excluding LULUCF/LUCF,CO₂,Gg CO₂ equivalent,,,,,,,,,,,,,,2469.0,,,,,,,,,,,,
Suriname,Totals,Total GHG emissions including LULUCF/LUCF,Aggregate GHGs,Gg CO₂ equivalent,,,,,,,,,,,,,,4870.73,,,,,,,,,,,,
Suriname,Totals,Total GHG emissions including LULUCF/LUCF,CH₄,Gg,,,,,,,,,,,,,,44.0,,,,,,,,,,,,
Suriname,Totals,Total GHG emissions including LULUCF/LUCF,CO₂,Gg,,,,,,,,,,,,,,3946.73,,,,,,,,,,,,
Syrian Arab Republic,Total GHG emissions excluding LULUCF/LUCF,1. Energy,Aggregate GHGs,Gg CO₂ equivalent,,,,,38240.0,39410.0,39070.0,40830.0,44650.0,47400.0,52660.0,52960.0,54130.0,54540.0,55600.0,58350.0,,,,,,,,,,
Syrian Arab Republic,Total GHG emissions excluding LULUCF/LUCF,2. Industrial Processes,Aggregate GHGs,Gg CO₂ equivalent,,,,,2488.4,2708.49,2741.94,2746.71,2816.89,2884.88,2655.27,3041.2,3015.91,2948.55,2865.52,2941.75,,,,,,,,,,
Syrian Arab Republic,Total GHG emissions excluding LULUCF/LUCF,4. Agriculture,Aggregate GHGs,Gg CO₂ equivalent,,,,,9585.0,10454.0,10833.0,10902.0,11849.0,11172.0,11170.0,9948.0,10476.0,11862.0,12680.0,14068.0,,,,,,,,,,
Syrian Arab Republic,Total GHG emissions excluding LULUCF/LUCF,6. Waste,Aggregate GHGs,Gg CO₂ equivalent,,,,,2474.0,2542.0,2612.0,2878.0,2956.0,3077.0,3163.0,3248.0,3452.0,3576.0,3698.0,3856.0,,,,,,,,,,
